date,open,high,low,close,volume
01-02-2006,18.9872,19.1374,18.9872,19.1045,45632
02-02-2006,19.0623,19.189,18.9872,19.1233,48687
03-02-2006,19.067,19.2454,19.0388,19.2313,47669
06-02-2006,19.1515,19.3627,19.128,19.2501,22103
07-02-2006,19.1984,19.2641,19.0388,19.2172,33002
08-02-2006,19.1984,19.1984,19.0154,19.0388,32085
09-02-2006,19.1984,19.3017,19.1562,19.2407,34937
10-02-2006,19.2078,19.2454,19.0388,19.1327,27603
13-02-2006,19.0998,19.0998,18.9778,18.9919,17010
14-02-2006,19.02,19.1045,18.9825,19.0294,24547
15-02-2006,19.0623,19.0905,18.9168,19.0811,14158
16-02-2006,19.0811,19.1656,19.0154,19.128,21084
17-02-2006,19.2125,19.2313,19.128,19.2266,28214
21-02-2006,19.2688,19.3533,19.2031,19.2313,19658
22-02-2006,19.2454,19.4097,19.175,19.4097,15177
23-02-2006,19.3862,19.6115,19.3815,19.5223,60197
24-02-2006,19.5223,19.635,19.4425,19.5786,32187
27-02-2006,19.696,20.0152,19.696,19.9823,508570
28-02-2006,20.0809,20.0809,19.6631,19.6913,50725
01-03-2006,19.9025,19.9025,19.6115,19.6866,42067
02-03-2006,19.8039,19.8791,19.7382,19.8274,22918
03-03-2006,19.8415,19.8415,19.4566,19.5458,38094
06-03-2006,19.5974,19.5974,19.1515,19.2407,45734
07-03-2006,19.128,19.175,18.9637,19.0107,46956
08-03-2006,18.9309,18.9778,18.8464,18.9121,37891
09-03-2006,18.9778,19.128,18.9074,19.067,29131
10-03-2006,19.0811,19.3205,19.0811,19.2876,29131
13-03-2006,19.3111,19.405,19.1984,19.3252,53882
14-03-2006,19.2923,19.5692,19.2688,19.5505,24547
15-03-2006,19.5035,19.5927,19.4425,19.5129,11102
16-03-2006,19.4941,19.5599,19.3956,19.4425,23121
17-03-2006,19.4894,19.4894,19.1327,19.1468,57243
20-03-2006,19.1186,19.2594,19.0247,19.1468,45021
21-03-2006,19.175,19.2829,19.0811,19.2547,42576
22-03-2006,19.1656,19.1656,19.0482,19.1092,31881
23-03-2006,19.0623,19.1139,18.8605,18.9778,49299
24-03-2006,18.9543,19.0717,18.898,19.0388,47873
27-03-2006,19.0154,19.0717,18.8933,19.0435,58567
28-03-2006,19.0247,19.0717,18.9637,19.0388,50215
29-03-2006,19.0388,19.1092,18.9825,19.1045,38502
30-03-2006,19.4231,19.5224,19.4089,19.5035,51336
31-03-2006,19.3866,19.3866,19.0864,19.1293,55919
03-04-2006,19.0673,19.1722,18.9291,19.0006,57040
04-04-2006,19.034,19.177,18.9434,19.0864,37789
05-04-2006,19.0149,19.1055,18.9673,19.1055,21797
06-04-2006,19.0769,19.258,19.0292,19.2056,28825
07-04-2006,19.2484,19.3009,19.1913,19.2437,22816
10-04-2006,19.2627,19.2818,19.1055,19.1055,43085
11-04-2006,19.1674,19.1865,18.8291,19.1007,47974
12-04-2006,19.1055,19.1055,18.7862,18.8243,58262
13-04-2006,18.7623,18.9148,18.6241,18.8958,21492
17-04-2006,18.9434,19.2103,18.9434,19.1388,35344
18-04-2006,19.258,19.2961,19.1817,19.2675,44104
19-04-2006,19.2675,19.4438,19.2151,19.3009,36465
20-04-2006,19.1865,19.3676,19.1865,19.2627,45937
21-04-2006,19.3819,19.4295,19.2818,19.3581,23529
24-04-2006,19.3962,19.3962,19.2723,19.3485,40539
25-04-2006,19.4105,19.5963,19.4105,19.5344,31372
26-04-2006,19.6488,19.8203,19.6488,19.6964,43085
27-04-2006,19.6869,19.8727,19.6297,19.8727,34529
28-04-2006,19.8727,19.9681,19.7965,19.9013,59586
01-05-2006,19.9109,19.9538,19.725,19.7965,24242
02-05-2006,19.7774,19.8584,19.7727,19.8394,29437
03-05-2006,19.8489,19.8489,19.501,19.6011,39826
04-05-2006,19.5868,19.5868,19.3866,19.4343,57854
05-05-2006,19.4343,19.7298,19.4343,19.7202,43900
08-05-2006,19.7012,19.7202,19.3152,19.4486,44104
09-05-2006,19.4152,19.5868,19.3104,19.3628,54391
10-05-2006,19.3247,19.5391,19.2532,19.4009,49604
11-05-2006,19.3962,19.3962,18.7909,18.8434,135673
12-05-2006,18.8434,19.0816,18.3954,18.9101,583842
15-05-2006,18.6813,18.9768,18.6384,18.9577,73744
16-05-2006,19.0769,19.1341,18.6766,18.7719,61623
17-05-2006,18.7528,18.7528,18.4192,18.5574,128441
18-05-2006,18.5431,18.5431,18.1047,18.2715,383693
19-05-2006,18.2429,18.3859,17.9998,18.2572,66818
22-05-2006,18.138,18.3334,18.1095,18.2524,21492
23-05-2006,18.2048,18.2048,17.7949,17.8188,378703
24-05-2006,17.8235,18.0856,17.6281,17.9617,101755
25-05-2006,18.281,18.4335,18.2191,18.4335,459373
26-05-2006,18.6146,18.6432,18.4431,18.5002,312801
30-05-2006,19.0197,19.2532,19.0054,19.1293,110718
31-05-2006,19.3485,19.3485,19.1198,19.1817,126608
01-06-2006,19.1341,19.3771,18.8624,19.3533,47465
02-06-2006,19.42,19.5106,19.3581,19.4391,36261
05-06-2006,19.4152,19.4343,19.2008,19.2008,43289
06-06-2006,19.177,19.4486,19.0102,19.3104,83522
07-06-2006,19.3104,19.5487,19.2913,19.3676,54799
08-06-2006,19.1198,19.2008,18.8481,19.0245,85865
09-06-2006,19.1913,19.3771,19.1579,19.258,41252
12-06-2006,19.3771,19.6821,19.3771,19.5439,67735
13-06-2006,19.4724,19.6297,18.9577,19.0149,76698
14-06-2006,19.0531,19.2532,18.9196,19.177,61929
15-06-2006,19.1674,19.2627,18.9577,19.2103,72522
16-06-2006,19.2008,19.3056,19.0054,19.0102,35548
19-06-2006,18.9577,19.2389,18.9148,19.1865,84133
20-06-2006,19.196,19.2675,19.0149,19.1198,65799
21-06-2006,19.3581,19.4915,19.1579,19.2246,60605
22-06-2006,19.0864,19.2913,19.0531,19.2199,37483
23-06-2006,19.0769,19.0769,18.9053,18.953,443687
26-06-2006,18.9768,19.0769,18.8481,19.0769,445317
27-06-2006,19.0626,19.1388,18.9768,18.9959,445215
28-06-2006,19.0006,19.0578,18.7623,19.0006,69466
29-06-2006,19.1905,19.3203,19.0607,19.2818,459678
30-06-2006,19.3347,19.3587,19.0462,19.1087,77207
03-07-2006,19.1809,19.4597,19.0751,19.4452,33613
05-07-2006,19.301,19.301,19.1136,19.1712,451428
06-07-2006,19.1616,19.4693,19.152,19.3731,34529
07-07-2006,19.277,19.4212,19.2289,19.3828,43493
10-07-2006,19.2722,19.4645,19.1376,19.4501,26177
11-07-2006,19.4212,19.6375,19.4116,19.5558,55104
12-07-2006,19.5174,19.5174,19.2818,19.3683,24140
13-07-2006,19.3299,19.4549,19.1857,19.2626,88106
14-07-2006,19.277,19.3731,19.176,19.3491,70077
17-07-2006,19.2962,19.3155,19.0751,19.1184,45734
18-07-2006,19.1184,19.152,18.9501,19.0126,28011
19-07-2006,19.0366,19.4837,19.0366,19.3491,27399
20-07-2006,19.4597,19.5654,19.402,19.4212,43696
21-07-2006,19.4501,19.4837,19.3876,19.4164,28011
24-07-2006,19.4164,19.5895,19.4116,19.575,27705
25-07-2006,19.5895,19.6664,19.4452,19.5222,46548
26-07-2006,19.5318,19.8923,19.5318,19.8731,47261
27-07-2006,19.9164,20.0462,19.6568,19.7096,75374
28-07-2006,19.7962,19.95,19.6135,19.652,41150
31-07-2006,19.7241,19.8106,19.3491,19.3731,54391
01-08-2006,19.3443,19.4404,19.2289,19.4308,24140
02-08-2006,19.5222,19.7096,19.5222,19.5654,19455
03-08-2006,19.4789,19.8875,19.4693,19.7721,25668
04-08-2006,19.8058,19.8683,19.6616,19.7145,15380
07-08-2006,19.7241,19.8394,19.6616,19.8298,18130
08-08-2006,19.8587,19.9404,19.7193,19.8683,41354
09-08-2006,19.95,20.1086,19.8779,19.9116,28724
10-08-2006,19.8394,19.9308,19.6664,19.7769,23020
11-08-2006,19.7914,19.8202,19.6904,19.7096,26483
14-08-2006,19.7577,19.9116,19.6135,19.6616,27196
15-08-2006,19.7433,19.8875,19.7048,19.8827,22714
16-08-2006,20.1086,20.2721,20.1086,20.2481,42067
17-08-2006,20.2769,20.6182,20.1759,20.5461,52049
18-08-2006,20.5509,20.5701,20.2769,20.4452,32289
21-08-2006,20.623,20.8826,20.6134,20.8682,55817
22-08-2006,20.9163,21.123,20.9163,21.0653,48178
23-08-2006,21.2864,21.4306,21.2191,21.3297,40946
24-08-2006,21.3681,21.4018,21.2095,21.2912,220316
25-08-2006,21.2912,21.2912,20.8393,20.897,118765
28-08-2006,20.9451,21.2383,20.9355,21.1807,36566
29-08-2006,21.171,21.171,20.6663,20.7384,56938
30-08-2006,20.6999,20.7432,20.498,20.6374,40335
31-08-2006,20.623,20.7624,20.5365,20.599,35548
01-09-2006,20.6086,20.7624,20.5461,20.6423,26585
05-09-2006,20.5221,20.5509,20.4307,20.4788,34631
06-09-2006,20.4644,20.4692,20.2625,20.3106,56123
07-09-2006,20.1904,20.1904,19.8731,20.0654,862317
08-09-2006,19.8875,19.9933,19.8635,19.9212,39520
11-09-2006,19.9164,20.0846,19.8539,19.974,41965
12-09-2006,20.0942,20.2625,20.0558,20.0942,58364
13-09-2006,20.0846,20.1183,19.8875,20.1183,45835
14-09-2006,20.1856,20.2577,20.051,20.0942,34326
15-09-2006,20.1183,20.3827,20.1086,20.2673,34733
18-09-2006,20.3057,20.599,20.3009,20.599,56836
19-09-2006,20.4788,20.5173,20.2961,20.5173,38807
20-09-2006,20.5269,20.8009,20.5269,20.5749,209723
21-09-2006,20.5749,20.7432,20.5221,20.6086,37992
22-09-2006,20.7096,20.7432,20.5605,20.6374,20779
25-09-2006,20.6663,20.9884,20.6567,20.9211,43493
26-09-2006,20.9643,20.9932,20.772,20.8393,30557
27-09-2006,20.8393,20.9499,20.7192,20.9499,33918
28-09-2006,21.0557,21.1326,20.9547,21.0893,29437
29-09-2006,21.0329,21.0329,20.8294,20.873,47261
02-10-2006,20.8633,21.1977,20.8294,21.1832,33002
03-10-2006,21.1056,21.125,20.9118,20.9602,41557
04-10-2006,20.8051,21.0717,20.8051,21.0717,31168
05-10-2006,21.0572,21.0572,20.8439,20.8972,52965
06-10-2006,20.9166,20.9166,20.6888,20.7421,36261
09-10-2006,20.7518,20.9069,20.7276,20.8875,8149
10-10-2006,20.873,20.873,20.4659,20.5289,66309
11-10-2006,20.4998,20.4998,20.0685,20.1945,32085
12-10-2006,20.1945,20.2527,20.0879,20.2139,47873
13-10-2006,20.1121,20.3351,20.0394,20.3205,37789
16-10-2006,20.3544,20.4174,20.1994,20.3835,32390
17-10-2006,20.3835,20.3835,20.0927,20.1218,27603
18-10-2006,20.1654,20.2672,20.0588,20.1557,15075
19-10-2006,20.1751,20.4611,20.1267,20.4368,24955
20-10-2006,20.5677,20.6501,20.5434,20.6113,38807
23-10-2006,20.5919,20.8875,20.5919,20.8439,76392
24-10-2006,20.8342,20.9699,20.7082,20.9699,51947
25-10-2006,20.936,21.0765,20.8197,21.0378,24751
26-10-2006,21.062,21.2122,21.0184,21.1299,116829
27-10-2006,21.1492,21.2365,20.9408,20.9796,32390
30-10-2006,20.936,21.1638,20.8391,21.0959,21899
31-10-2006,21.1541,21.3722,21.1541,21.2801,51234
01-11-2006,21.2268,21.4642,20.936,21.3673,43595
02-11-2006,21.4497,21.9634,21.4497,21.8083,56123
03-11-2006,22.0797,22.0797,21.6242,21.8956,42882
06-11-2006,21.881,22.0943,21.7793,22.0216,17927
07-11-2006,22.0216,22.1136,21.6775,21.7163,35344
08-11-2006,21.6969,21.915,21.6872,21.9101,35650
09-11-2006,21.8762,22.0458,21.6969,21.9392,43595
10-11-2006,21.9392,21.9731,21.8083,21.8762,23020
13-11-2006,21.8277,22.1233,21.7938,22.0797,34326
14-11-2006,22.1185,22.2542,22.0846,22.1282,28724
15-11-2006,22.1718,22.3608,22.0603,22.3608,42270
16-11-2006,22.4723,22.7194,22.2687,22.3414,35548
17-11-2006,22.3463,22.3463,22.0022,22.1233,35752
20-11-2006,22.1379,22.1863,21.978,22.1088,34224
21-11-2006,22.0943,22.3269,21.9586,22.1767,28520
22-11-2006,22.2833,22.4287,22.2009,22.2784,26686
24-11-2006,22.4384,22.5401,22.3947,22.4432,21390
27-11-2006,22.4529,22.4917,22.0846,22.3996,64068
28-11-2006,22.3027,22.5401,22.2493,22.4965,47363
29-11-2006,22.4868,22.4868,22.0797,22.1233,75679
30-11-2006,22.0894,22.2057,21.9295,22.041,62845
01-12-2006,22.0846,22.0846,21.4449,21.6145,116320
04-12-2006,21.7114,21.8616,21.6969,21.8229,61521
05-12-2006,21.8035,22.0313,21.7308,21.9198,48687
06-12-2006,21.9053,22.0022,21.5999,21.6242,34428
07-12-2006,21.6726,21.8616,21.6436,21.7647,34733
08-12-2006,21.7793,21.7793,21.503,21.755,86782
11-12-2006,21.8471,21.8907,21.7163,21.8423,80772
12-12-2006,21.6872,21.881,21.6339,21.8665,47261
13-12-2006,21.944,21.9973,21.6775,21.7889,38705
14-12-2006,21.7453,21.9731,21.6339,21.9537,26992
15-12-2006,22.0361,22.1136,21.9586,21.9925,35752
18-12-2006,22.1185,22.3366,21.9246,22.1233,453771
19-12-2006,22.0313,22.1524,21.978,22.1088,412519
20-12-2006,22.1573,22.3027,22.1379,22.1767,399889
21-12-2006,22.0991,22.0991,21.9537,22.0313,392351
22-12-2006,22.0216,22.0216,21.8762,21.9634,33613
26-12-2006,21.9973,22.1136,21.9295,22.041,7741
27-12-2006,22.0216,22.0216,21.9053,21.9586,395509
28-12-2006,22.0609,22.0609,21.9388,21.9925,380128
29-12-2006,21.9436,21.9436,21.8313,21.885,34020
03-01-2007,21.8948,21.929,21.5528,21.7043,117237
04-01-2007,21.7189,21.7434,21.631,21.7385,392148
05-01-2007,21.7189,21.7385,21.5577,21.6847,72929
08-01-2007,21.6847,21.6994,21.5773,21.6017,61012
09-01-2007,21.5626,21.5675,21.333,21.3965,208093
10-01-2007,21.3867,21.3867,21.0399,21.0643,60706
11-01-2007,21.0936,21.206,20.9666,21.0008,76698
12-01-2007,21.2207,21.3721,21.162,21.2988,66410
16-01-2007,21.4551,21.6066,21.3428,21.4307,131802
17-01-2007,21.504,21.5138,21.3135,21.4405,58466
18-01-2007,21.4649,21.5675,21.3819,21.3819,46141
19-01-2007,21.3965,21.5138,21.333,21.3623,44817
22-01-2007,21.3867,21.3867,20.9373,20.9666,95440
23-01-2007,20.9617,21.0741,20.8445,20.9715,119376
24-01-2007,21.2011,21.4112,21.0253,21.2744,822593
25-01-2007,21.4209,21.4209,21.162,21.1865,300477
26-01-2007,21.2793,21.4209,21.1865,21.2304,199944
29-01-2007,21.3477,21.3477,20.9959,21.035,189046
30-01-2007,21.0741,21.1425,20.8836,21.0936,201065
31-01-2007,21.0301,21.2304,20.9764,21.0936,147590
01-02-2007,21.1376,21.4454,21.0741,21.4161,123858
02-02-2007,21.3477,21.4307,21.1181,21.1571,150544
05-02-2007,21.1571,21.3867,21.1523,21.3867,82911
06-02-2007,21.3867,21.4747,21.3379,21.3672,177638
07-02-2007,21.4844,21.4942,21.2402,21.289,141275
08-02-2007,21.289,21.3281,21.1913,21.3281,240381
09-02-2007,21.3819,21.4942,21.3037,21.3721,75374
12-02-2007,21.4112,21.4942,21.1962,21.2744,100532
13-02-2007,21.333,21.5235,21.333,21.4844,68957
14-02-2007,21.548,21.5968,21.4698,21.5577,71809
15-02-2007,21.6017,21.6896,21.5235,21.6896,66105
16-02-2007,21.6994,21.6994,21.5138,21.5577,106746
20-02-2007,21.4796,21.6066,21.3819,21.6066,87189
21-02-2007,21.6847,21.7775,21.6652,21.7531,84541
22-02-2007,21.8166,21.9778,21.6017,21.7434,137710
23-02-2007,21.8411,21.8801,21.7043,21.7434,49299
26-02-2007,21.7824,21.8557,21.7531,21.8362,58567
27-02-2007,21.6212,21.7482,21.1718,21.2793,233048
28-02-2007,21.2842,21.3721,21.1718,21.2304,124876
01-03-2007,21.0546,21.0546,20.5416,20.8201,211963
02-03-2007,20.7615,20.9227,20.6051,20.7859,112450
05-03-2007,20.4732,20.7028,20.4732,20.5221,124163
06-03-2007,20.9764,21.1327,20.8543,21.0448,193222
07-03-2007,21.0936,21.4161,20.9569,21.3965,157878
08-03-2007,21.5186,21.6408,21.4942,21.6408,102875
09-03-2007,21.7873,22.0169,21.7482,21.9925,122635
12-03-2007,21.9827,22.183,21.9681,22.1097,118968
13-03-2007,22.1097,22.1586,21.7629,21.8362,107968
14-03-2007,21.714,21.8801,21.5284,21.7238,110514
15-03-2007,21.8264,21.9436,21.7385,21.8704,129052
16-03-2007,21.8704,22.1097,21.8704,21.9778,76392
19-03-2007,22.0951,22.2172,21.9681,22.1732,63457
20-03-2007,22.3247,22.7057,22.3198,22.5836,128237
21-03-2007,22.5885,22.9597,22.5592,22.9597,131395
22-03-2007,22.989,23.0232,22.652,22.7008,106134
23-03-2007,22.7692,22.8865,22.6031,22.7594,120904
26-03-2007,22.8376,22.9158,22.6813,22.7399,92791
27-03-2007,22.7399,22.8523,22.7301,22.8278,66105
28-03-2007,22.7204,22.7204,22.5738,22.5982,43493
29-03-2007,22.735,22.8327,22.6862,22.8132,83726
30-03-2007,22.9519,22.9519,22.6664,22.7008,109801
02-04-2007,22.6959,22.7944,22.6713,22.7402,62438
03-04-2007,22.7944,22.9224,22.7156,22.7599,60706
04-04-2007,22.8288,22.883,22.7402,22.819,62947
05-04-2007,22.9962,23.0356,22.9076,22.9174,54391
09-04-2007,22.9618,23.0602,22.9273,22.9273,45326
10-04-2007,23.0799,23.0799,22.819,22.8682,92588
11-04-2007,22.9174,23.0208,22.8928,22.9913,51438
12-04-2007,23.0258,23.1636,22.9568,23.0356,52354
13-04-2007,23.1045,23.1193,22.8781,22.9421,94727
16-04-2007,23.0553,23.3359,23.0454,23.2719,72624
17-04-2007,23.2621,23.395,23.2079,23.331,89124
18-04-2007,23.331,23.6215,23.2867,23.6215,81180
19-04-2007,23.5033,23.5673,23.3901,23.4245,97273
20-04-2007,23.6313,23.7101,23.523,23.5919,53271
23-04-2007,23.6608,23.715,23.5968,23.6412,94217
24-04-2007,23.6855,24.0104,23.6264,23.7248,135062
25-04-2007,23.7888,23.9119,23.779,23.8775,58058
26-04-2007,23.7888,23.9759,23.7248,23.7298,66410
27-04-2007,23.7741,23.9218,23.6953,23.9021,91976
30-04-2007,23.9858,24.0252,23.6264,23.7199,152377
01-05-2007,23.8332,23.8676,23.3999,23.4245,113977
02-05-2007,23.3556,23.4344,23.2128,23.4098,102366
03-05-2007,23.6215,23.7445,23.4639,23.5624,171832
04-05-2007,23.715,24.0252,23.715,23.8233,106644
07-05-2007,24.0202,24.0842,23.7839,23.9267,80059
08-05-2007,23.8332,23.8578,23.7101,23.8381,58669
09-05-2007,23.779,23.779,23.5181,23.6855,92893
10-05-2007,23.5624,23.5919,23.3605,23.4098,87087
11-05-2007,23.2867,23.4935,23.1784,23.4442,71401
14-05-2007,23.5673,23.8085,23.4836,23.7396,105014
15-05-2007,23.8775,24.099,23.843,24.099,78939
16-05-2007,24.035,24.2172,24.0005,24.1679,77411
17-05-2007,24.2467,24.3944,24.1039,24.3944,89634
18-05-2007,24.4338,24.5569,24.3452,24.3501,71809
21-05-2007,24.4978,24.5224,24.3796,24.4732,35955
22-05-2007,24.5126,24.5421,24.3747,24.4042,57956
23-05-2007,24.4682,24.5667,24.3895,24.5323,56836
24-05-2007,24.6307,24.6799,24.2713,24.2762,98495
25-05-2007,24.3993,24.5815,24.3747,24.4682,94828
29-05-2007,24.6996,25.1083,24.6652,24.9163,151664
30-05-2007,24.7932,24.9261,24.5766,24.9163,126811
31-05-2007,24.9556,25.0492,24.7243,24.8079,127321
01-06-2007,24.7833,25.0344,24.6258,25,104097
04-06-2007,24.7833,24.8079,24.5815,24.6701,155433
05-06-2007,24.7144,24.7636,24.4682,24.4682,142803
06-06-2007,24.4682,24.5076,24.1532,24.163,85152
07-06-2007,24.1975,24.2418,23.6067,23.7298,255252
08-06-2007,23.6067,24.1236,23.6018,24.099,150340
11-06-2007,24.0695,24.1138,23.9809,23.9858,102162
12-06-2007,23.8824,24.2615,23.8676,23.9809,192000
13-06-2007,24.0645,24.4633,24.0202,24.4633,86272
14-06-2007,24.4338,24.4584,24.1729,24.3895,104301
15-06-2007,24.5076,24.5569,24.3649,24.4879,163276
18-06-2007,24.4436,24.5273,24.2762,24.3255,97782
19-06-2007,24.2959,24.3304,24.1138,24.3156,59179
20-06-2007,24.2221,24.3304,24.1089,24.2073,148405
21-06-2007,23.9956,24.1679,23.7692,24.0547,198620
22-06-2007,24.0744,24.1187,23.8282,23.9759,158285
25-06-2007,24.035,24.2172,23.971,24.0153,85559
26-06-2007,24.1827,24.3058,24.1187,24.1975,137812
27-06-2007,24.0744,24.3402,23.9759,24.2959,112551
28-06-2007,24.6756,24.8643,24.4818,24.6159,563776
29-06-2007,24.5771,24.5771,24.2665,24.4669,156146
02-07-2007,24.5521,24.6373,24.3767,24.532,111737
03-07-2007,24.6222,24.8026,24.522,24.6473,68549
05-07-2007,24.4268,24.6623,24.1713,24.5521,182832
06-07-2007,24.6523,24.7926,24.527,24.5922,101144
09-07-2007,24.6673,24.7224,24.512,24.532,115811
10-07-2007,24.3767,24.7976,24.3767,24.6022,168369
11-07-2007,24.4619,24.4819,24.3016,24.4419,185175
12-07-2007,24.5621,24.8477,24.522,24.8177,229585
13-07-2007,24.9129,24.998,24.7726,24.8828,88921
16-07-2007,24.8427,24.8978,24.7475,24.8427,160322
17-07-2007,24.8427,24.8778,24.7174,24.7876,121006
18-07-2007,24.6373,24.9279,24.6373,24.9279,198620
19-07-2007,24.9279,24.963,24.8026,24.9129,152581
20-07-2007,24.8928,25.1433,24.8026,24.8778,149118
23-07-2007,25.003,25.0281,24.6824,24.7625,127728
24-07-2007,24.8477,25.0131,24.6473,24.7024,184360
25-07-2007,24.7475,24.998,24.4018,24.6723,181203
26-07-2007,24.4118,24.4118,23.7404,24.0761,364748
27-07-2007,23.9207,24.0861,23.3646,23.3746,258410
30-07-2007,23.3996,23.4848,22.9687,23.099,300680
31-07-2007,23.3946,23.3946,23.1491,23.3095,400296
01-08-2007,23.1692,23.3245,22.623,23.1842,383592
02-08-2007,23.4397,23.6151,23.2493,23.4648,226834
03-08-2007,23.4948,23.5399,22.9487,22.9788,278883
06-08-2007,22.9537,23.3896,22.9487,23.3896,89736
07-08-2007,23.4047,23.5199,22.9587,23.2243,286522
08-08-2007,23.7203,24.1112,23.6802,24.1061,280513
09-08-2007,23.3796,23.8907,23.1742,23.1992,346007
10-08-2007,22.9637,23.1992,22.623,22.9537,425047
13-08-2007,23.59,23.6452,22.7733,22.7984,248632
14-08-2007,22.7984,23.109,22.0969,22.4176,427695
15-08-2007,22.0468,22.6531,21.8914,22.0869,218584
16-08-2007,21.9215,22.4727,21.7662,22.4727,339488
17-08-2007,23.3295,23.59,23.0238,23.5149,316468
20-08-2007,23.8255,23.9458,23.0689,23.6151,250873
21-08-2007,23.55,23.8005,23.3746,23.7955,139340
22-08-2007,24.021,24.3216,23.8356,24.0911,147692
23-08-2007,24.5521,24.6373,24.0009,24.1262,206056
24-08-2007,24.3316,24.4368,24.1763,24.3617,118357
27-08-2007,24.3667,24.4168,24.1011,24.3116,145859
28-08-2007,24.021,24.1713,23.7354,23.7504,201778
29-08-2007,24.1362,24.3216,23.9608,24.2414,206565
30-08-2007,24.0009,24.4419,24.0009,24.1913,167554
31-08-2007,24.6172,24.7926,24.4519,24.7826,160424
04-09-2007,24.8126,25.0932,24.8126,25.0081,157878
05-09-2007,24.8577,25.1233,24.7525,24.8026,161443
06-09-2007,24.8327,24.8327,24.5822,24.8227,87087
07-09-2007,24.4619,24.8577,24.3617,24.6623,250058
10-09-2007,24.6423,24.7976,24.4419,24.6272,166026
11-09-2007,24.8377,25.0832,24.7726,24.9529,109801
12-09-2007,24.978,25.1684,24.9279,25.1634,68142
13-09-2007,25.1985,25.3989,25.0982,25.1133,142803
14-09-2007,25.0532,25.1634,24.8928,25.003,140460
17-09-2007,25.0331,25.4039,25.0331,25.3488,109598
18-09-2007,25.4791,26.0302,25.3438,25.9801,149525
19-09-2007,26.0954,26.2306,25.93,26.0252,137812
20-09-2007,26.3158,26.3559,25.7246,25.8047,192509
21-09-2007,25.9501,25.9901,25.7546,25.7797,138117
24-09-2007,25.7597,25.9901,25.7597,25.8298,74050
25-09-2007,25.8047,26.0352,25.7997,26.0052,142905
26-09-2007,26.0553,26.2507,25.9901,26.1605,131700
27-09-2007,26.3559,26.5814,26.3359,26.5062,112551
28-09-2007,26.5616,26.7132,26.4706,26.5313,100838
01-10-2007,26.6677,27.0468,26.6677,26.9002,110005
02-10-2007,26.7486,26.9103,26.6223,26.7941,161035
03-10-2007,26.7082,26.9811,26.5363,26.6324,92180
04-10-2007,26.7536,26.7688,26.5717,26.6627,70179
05-10-2007,26.976,27.0872,26.8446,27.0619,152785
08-10-2007,27.1175,27.1428,26.8699,27.0366,26788
09-10-2007,27.0417,27.0417,26.597,26.9457,129154
10-10-2007,26.8446,26.8951,26.6475,26.8497,137812
11-10-2007,27.0417,27.0619,26.784,26.8446,74253
12-10-2007,26.9406,26.9558,26.789,26.8446,103588
15-10-2007,26.9457,26.9457,26.4403,26.5363,93097
16-10-2007,26.5262,26.5616,26.0613,26.0613,118663
17-10-2007,26.3291,26.5869,26.2887,26.5667,145146
18-10-2007,26.5313,26.6981,26.4403,26.6778,89634
19-10-2007,26.7284,26.8092,26.3746,26.3999,112042
22-10-2007,25.8844,26.2028,25.753,26.127,159405
23-10-2007,26.5717,26.789,26.4403,26.6324,152887
24-10-2007,26.5717,26.7486,26.127,26.3039,180999
25-10-2007,26.6121,26.7385,26.1624,26.2382,156859
26-10-2007,26.506,27.0922,26.4049,27.0619,113468
29-10-2007,27.2994,27.8654,27.2691,27.8604,208297
30-10-2007,27.7088,28.0069,27.6734,27.9665,117644
31-10-2007,28.1939,28.5931,28.103,28.4112,225714
01-11-2007,28.391,28.5072,28.0777,28.2394,159813
02-11-2007,28.8357,28.8812,28.4567,28.4971,190879
05-11-2007,28.0575,28.4264,27.7997,28.2394,146673
06-11-2007,28.4769,28.5426,28.2141,28.4971,137914
07-11-2007,28.5729,28.6235,27.5622,27.6077,278170
08-11-2007,27.4864,27.729,26.4706,27.2893,341830
09-11-2007,26.8598,27.3954,26.7739,26.88,435335
12-11-2007,26.6728,26.8446,26.2079,26.2382,230705
13-11-2007,26.1927,27.0215,26.1927,26.9962,160118
14-11-2007,27.0619,27.3298,26.9103,27.0013,182221
15-11-2007,26.5414,26.602,25.6671,25.7076,260142
16-11-2007,25.8844,25.9906,25.6115,25.7581,269003
19-11-2007,25.5559,25.6318,25.0253,25.2881,344173
20-11-2007,25.1618,25.6166,25.0809,25.5458,336941
21-11-2007,25.182,25.3083,25.0304,25.1971,280309
23-11-2007,25.4852,25.5913,25.3033,25.3538,96458
26-11-2007,25.369,25.5509,25.1921,25.2224,202083
27-11-2007,24.9445,25.8794,24.904,25.753,303023
28-11-2007,25.753,26.9962,25.753,26.9457,255558
29-11-2007,26.6526,26.9103,26.319,26.4656,183240
30-11-2007,26.4909,27.0114,26.4909,26.7941,268086
03-12-2007,26.8497,26.9002,26.4605,26.6324,197194
04-12-2007,26.3797,26.5717,25.9855,26.2938,167554
05-12-2007,26.2281,26.2281,25.8743,26.031,260753
06-12-2007,25.8541,26.3089,25.5762,26.2533,302005
07-12-2007,26.5616,26.5616,26.1472,26.2533,157470
10-12-2007,26.0461,26.3999,25.8945,26.3847,186907
11-12-2007,26.4605,26.6374,25.8187,25.9855,216343
12-12-2007,26.4808,26.6121,25.8238,26.1068,419751
13-12-2007,25.8642,25.9602,25.3336,25.5408,227853
